,original_text,masked_text,prediction,matching_count,total_count
1160,in his steady eye and the quiet assurance of his bearing which indicated, <mask> his steady eye and the quiet assurance <mask> his bearing which indicated, both his steady eye and the quiet assurance  of his bearing which indicated,1,2
1161,the gentleman.,the gentleman.,the gentleman.,0,0
1162,,,,0,0
1163,"""this is sir henry baskerville,"" said dr. mortimer.","""this is sir henry baskerville,"" said dr. mortimer.","""this is sir henry baskerville,"" said dr. mortimer.",0,0
1164,,,,0,0
1165,"""why, yes,"" said he, ""and the strange thing is, mr. sherlock holmes,","""why, yes,"" said he, ""and the strange thing is, mr. sherlock holmes,","""why, yes,"" said he, ""and the strange thing is, mr. sherlock holmes,",0,0
1166,that if my friend here had not proposed coming round to you this morning,that if my friend here had not proposed coming round <mask> you this morning,that if my friend here had not proposed coming round  to you this morning,1,1
1167,i should have come on my own account. i understand that you think out,i should have come <mask> my own account. i understand that you think out,i should have come  from my own account. i understand that you think out,0,1
1168,"little puzzles, and i've had one this morning which wants more thinking","little puzzles, and i've had one this morning which wants more thinking","little puzzles, and i've had one this morning which wants more thinking",0,0
1169,"out than i am able to give it.""","out than i am able <mask> give it.""","out than i am able  to give it.""",1,1
1170,,,,0,0
1171,"""pray take a seat, sir henry. do i understand you to say that you have","""pray take a seat, sir henry. do i understand you <mask> say that you have","""pray take a seat, sir henry. do i understand you  to say that you have",1,1
1172,"yourself had some remarkable experience since you arrived in london?""","yourself had some remarkable experience since you arrived <mask> london?""","yourself had some remarkable experience since you arrived  in london?""",1,1
1173,,,,0,0
1174,"""nothing of much importance, mr. holmes. only a joke, as like as not.","""nothing <mask> much importance, mr. holmes. only a joke, as like as not.","""nothing  of much importance, mr. holmes. only a joke, as like as not.",1,1
1175,"it was this letter, if you can call it a letter, which reached me this","it was this letter, if you can call it a letter, which reached me this","it was this letter, if you can call it a letter, which reached me this",0,0
1176,"morning.""","morning.""","morning.""",0,0
1177,,,,0,0
1178,"he laid an envelope upon the table, and we all bent over it. it was of","he laid an envelope upon the table, and we all bent over it. it was <mask>","he laid an envelope upon the table, and we all bent over it. it was :",0,1
1179,"common quality, grayish in colour. the address, ""sir henry baskerville,","common quality, grayish <mask> colour. the address, ""sir henry baskerville,","common quality, grayish  in colour. the address, ""sir henry baskerville,",1,1
1180,"northumberland hotel,"" was printed in rough characters; the post-mark","northumberland hotel,"" was printed <mask> rough characters; the post-mark","northumberland hotel,"" was printed  in rough characters; the post-mark",1,1
1181,"""charing cross,"" and the date of posting the preceding evening.","""charing cross,"" and the date <mask> posting the preceding evening.","""charing cross,"" and the date  of posting the preceding evening.",1,1
1182,,,,0,0
1183,"""who knew that you were going to the northumberland hotel?"" asked","""who knew that you were going <mask> the northumberland hotel?"" asked","""who knew that you were going  to the northumberland hotel?"" asked",1,1
1184,"holmes, glancing keenly across at our visitor.","holmes, glancing keenly across <mask> our visitor.","holmes, glancing keenly across  at our visitor.",1,1
1185,,,,0,0
1186,"""no one could have known. we only decided after i met dr. mortimer.""","""no one could have known. we only decided after i met dr. mortimer.""","""no one could have known. we only decided after i met dr. mortimer.""",0,0
1187,,,,0,0
1188,"""but dr. mortimer was no doubt already stopping there?""","""but dr. mortimer was no doubt already stopping there?""","""but dr. mortimer was no doubt already stopping there?""",0,0
1189,,,,0,0
1190,"""no, i had been staying with a friend,"" said the doctor.","""no, i had been staying <mask> a friend,"" said the doctor.","""no, i had been staying  with a friend,"" said the doctor.",1,1
1191,,,,0,0
1192,"""there was no possible indication that we intended to go to this hotel.""","""there was no possible indication that we intended <mask> go <mask> this hotel.""","""there was no possible indication that we intended  to go  to this hotel.""",2,2
1193,,,,0,0
1194,"""hum! someone seems to be very deeply interested in your movements."" out","""hum! someone seems <mask> be very deeply interested <mask> your movements."" out","""hum! someone seems  to be very deeply interested  in your movements."" out",2,2
1195,of the envelope he took a half-sheet of foolscap paper folded into four., <mask> the envelope he took a half-sheet <mask> foolscap paper folded into four., From the envelope he took a half-sheet  of foolscap paper folded into four.,1,2
1196,this he opened and spread flat upon the table. across the middle of it,this he opened and spread flat upon the table. across the middle <mask> it,this he opened and spread flat upon the table. across the middle  of it,1,1
1197,a single sentence had been formed by the expedient of pasting printed,a single sentence had been formed <mask> the expedient <mask> pasting printed,a single sentence had been formed  by the expedient  of pasting printed,2,2
1198,words upon it. it ran:,words upon it. it ran:,words upon it. it ran:,0,0
1199,,,,0,0
1200,as you value your life or your reason keep away from the moor.,as you value your life or your reason keep away <mask> the moor.,as you value your life or your reason keep away  from the moor.,1,1
1201,,,,0,0
1202,"the word ""moor"" only was printed in ink.","the word ""moor"" only was printed <mask> ink.","the word ""moor"" only was printed  in ink.",1,1
1203,,,,0,0
1204,"""now,"" said sir henry baskerville, ""perhaps you will tell me, mr.","""now,"" said sir henry baskerville, ""perhaps you will tell me, mr.","""now,"" said sir henry baskerville, ""perhaps you will tell me, mr.",0,0
1205,"holmes, what in thunder is the meaning of that, and who it is that takes","holmes, what <mask> thunder is the meaning <mask> that, and who it is that takes","holmes, what  you thunder is the meaning  of that, and who it is that takes",1,2
1206,"so much interest in my affairs?""","so much interest <mask> my affairs?""","so much interest  in my affairs?""",1,1
1207,,,,0,0
1208,"""what do you make of it, dr. mortimer? you must allow that there is","""what do you make <mask> it, dr. mortimer? you must allow that there is","""what do you make  of it, dr. mortimer? you must allow that there is",1,1
1209,"nothing supernatural about this, at any rate?""","nothing supernatural <mask> this, <mask> any rate?""","nothing supernatural  about this,  at any rate?""",2,2
